id,name,address,type,typecode,pcode,pname,citycode,cityname,adcode,adname,business_area,location,tel,bigType,midType,smallType,gcj_lng,gcj_lat,wgs84_loc,wgs84Lng,wgs84Lat,geometry
B0FFHQ7HUR,上海市五角场高新技术产业园区国康基地停车场(出入口),国康路,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504762,31.285887",[],交通设施服务,停车场,停车场出入口,121.504762,31.285887,"121.500343,31.287896",121.500343,31.287896,POINT (121.500343 31.287896)
B0FFHWT6X2,锦西路30弄小区地上停车场(出入口),锦西路与铁岭路交叉口西南约80米,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513717,31.277514",[],交通设施服务,停车场,停车场出入口,121.513717,31.277514,"121.509331,31.279553",121.509331,31.279553,POINT (121.509331 31.279553)
B0FFHWTA4C,铁岭路50弄小区地上停车场(出入口),铁岭路50弄,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514430,31.279666",[],交通设施服务,停车场,停车场出入口,121.51443,31.279666,"121.510046,31.281706",121.510046,31.281706,POINT (121.510046 31.281706)
B0FFHWT9QP,上海市公安局交警总队高架道路支队一大队停车场(出入口),中山北二路689号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513846,31.283716",[],交通设施服务,停车场,停车场出入口,121.513846,31.283716,"121.50946,31.285753",121.50946,31.285753,POINT (121.50946 31.285753)
B0FFHWT7O6,同济大学建筑设计研究院集团有限公司地上停车场二(出入口),四平路1230号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505200,31.279674",[],交通设施服务,停车场,停车场出入口,121.5052,31.279674,"121.500783,31.281687",121.500783,31.281687,POINT (121.500783 31.281687)
B0FFMAZPTI,出租车司机专用公共厕所,新港路103号,公共设施;公共厕所;公共厕所,200300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508630,31.276021",[],公共设施,公共厕所,公共厕所,121.50863,31.276021,"121.504226,31.278046",121.504226,31.278046,POINT (121.504226 31.278046)
B00155EIEL,捷安特(四平路店),四平路2132号(近国定路),购物服务;专卖店;自行车专卖店,061208,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512812,31.294157",021-55068681,购物服务,专卖店,自行车专卖店,121.512812,31.294157,"121.508421,31.296187",121.508421,31.296187,POINT (121.508421 31.296187)
B00155K8FO,同济大学四平路校区(东南门),四平路1239同济大学,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506103,31.282602",[],通行设施,临街院门,临街院门,121.506103,31.282602,"121.501689,31.284616",121.501689,31.284616,POINT (121.501689 31.284616)
B00155L37G,大连西路40弄小区,大连西路40弄,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.497085,31.276666",[],商务住宅,住宅区,住宅小区,121.497085,31.276666,"121.492639,31.278656",121.492639,31.278656,POINT (121.492639 31.278656)
B0FFGX2ZMN,中山北二路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510601,31.285059",[],地名地址信息,交通地名,道路名,121.510601,31.285059,"121.506203,31.287086",121.506203,31.287086,POINT (121.506203 31.287086)
B0FFH54ODE,国康路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504069,31.286086",[],地名地址信息,交通地名,道路名,121.504069,31.286086,"121.499648,31.288093",121.499648,31.288093,POINT (121.499648 31.288093)
BZAGR100ZW,阜新路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506673,31.276691",[],地名地址信息,交通地名,道路名,121.506673,31.276691,"121.502262,31.27871",121.502262,31.27871,POINT (121.502262 31.27871)
B0FFH02D79,大连西路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.498657,31.276323",[],地名地址信息,交通地名,道路名,121.498657,31.276323,"121.494217,31.278318",121.494217,31.278318,POINT (121.494217 31.278318)
BZAGR100ZS,政法路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513360,31.292964",[],地名地址信息,交通地名,道路名,121.51336,31.292964,"121.508971,31.294996",121.508971,31.294996,POINT (121.508971 31.294996)
B0FFGQ7S9P,凤城路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.524002,31.277353",[],地名地址信息,交通地名,道路名,121.524002,31.277353,"121.519652,31.279421",121.519652,31.279421,POINT (121.519652 31.279421)
B0FFGQAXAY,国科路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518344,31.286579",[],地名地址信息,交通地名,道路名,121.518344,31.286579,"121.513974,31.288628",121.513974,31.288628,POINT (121.513974 31.288628)
B0FFGGQTA7,大连路与阜新路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503746,31.272940",[],地名地址信息,交通地名,路口名,121.503746,31.27294,"121.499325,31.274951",121.499325,31.274951,POINT (121.499325 31.274951)
B0FFGGATQQ,许昌路与飞虹路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515733,31.268837",[],地名地址信息,交通地名,路口名,121.515733,31.268837,"121.511355,31.270886",121.511355,31.270886,POINT (121.511355 31.270886)
B0FFI8LC6G,控江路与许昌路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512227,31.273572",[],地名地址信息,交通地名,路口名,121.512227,31.273572,"121.507836,31.275608",121.507836,31.275608,POINT (121.507836 31.275608)
B0FFI8GNM9,本溪路与许昌路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512227,31.273572",[],地名地址信息,交通地名,路口名,121.512227,31.273572,"121.507836,31.275608",121.507836,31.275608,POINT (121.507836 31.275608)
B0FFHPK4SZ,四平路与赤峰路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504670,31.278818",[],地名地址信息,交通地名,路口名,121.50467,31.278818,"121.500252,31.28083",121.500252,31.28083,POINT (121.500252 31.28083)
B0FFI8KPOV,阜新路与鞍山路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508202,31.279527",[],地名地址信息,交通地名,路口名,121.508202,31.279527,"121.503796,31.281549",121.503796,31.281549,POINT (121.503796 31.281549)
B0FFGG9KPN,彰武路与铁岭路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511736,31.281223",[],地名地址信息,交通地名,路口名,121.511736,31.281223,"121.507343,31.283255",121.507343,31.283255,POINT (121.507343 31.283255)
B0FFHPJDB7,控江路与江浦路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518561,31.274969",[],地名地址信息,交通地名,路口名,121.518561,31.274969,"121.514192,31.277023",121.514192,31.277023,POINT (121.514192 31.277023)
B0FFHPGTO7,四平路与国康路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507619,31.284802",[],地名地址信息,交通地名,路口名,121.507619,31.284802,"121.503211,31.28682",121.503211,31.28682,POINT (121.503211 31.28682)
B0FFGGI52T,国泰路与政熙路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506067,31.289178",[],地名地址信息,交通地名,路口名,121.506067,31.289178,"121.501653,31.29119",121.501653,31.29119,POINT (121.501653 31.29119)
B0FFGGBR80,四平路与国泰路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509367,31.287873",[],地名地址信息,交通地名,路口名,121.509367,31.287873,"121.504965,31.289895",121.504965,31.289895,POINT (121.504965 31.289895)
B0FFHPGI5Q,抚顺路与江浦路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516682,31.280903",[],地名地址信息,交通地名,路口名,121.516682,31.280903,"121.512306,31.282949",121.512306,31.282949,POINT (121.512306 31.282949)
B0FFHPH6A2,凤城路与控江路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.524376,31.276727",[],地名地址信息,交通地名,路口名,121.524376,31.276727,"121.520027,31.278797",121.520027,31.278797,POINT (121.520027 31.278797)
B0FFGGAN50,国科路与政仁路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518304,31.286566",[],地名地址信息,交通地名,路口名,121.518304,31.286566,"121.513933,31.288615",121.513933,31.288615,POINT (121.513933 31.288615)
B0FFGGQZH8,国权路与政仁路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.517717,31.288375",[],地名地址信息,交通地名,路口名,121.517717,31.288375,"121.513344,31.290421",121.513344,31.290421,POINT (121.513344 31.290421)
B0FFGGP2N9,国顺路与政化路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510506,31.292249",[],地名地址信息,交通地名,路口名,121.510506,31.292249,"121.506107,31.294273",121.506107,31.294273,POINT (121.506107 31.294273)
B0FFHPKUUI,四平路与国权路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510205,31.289664",[],地名地址信息,交通地名,路口名,121.510205,31.289664,"121.505806,31.291688",121.505806,31.291688,POINT (121.505806 31.291688)
B0FFHVG630,国年路与政熙路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508394,31.292185",[],地名地址信息,交通地名,路口名,121.508394,31.292185,"121.503988,31.294202",121.503988,31.294202,POINT (121.503988 31.294202)
B0FFHPLOSF,四平路与国年路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511014,31.291174",[],地名地址信息,交通地名,路口名,121.511014,31.291174,"121.506617,31.293199",121.506617,31.293199,POINT (121.506617 31.293199)
B0FFHPI2XS,四平路与国顺路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511400,31.291913",[],地名地址信息,交通地名,路口名,121.5114,31.291913,"121.507005,31.293939",121.507005,31.293939,POINT (121.507005 31.293939)
BZAGR002G2,赤峰路,杨浦区,地名地址信息;交通地名;道路名,190301,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.500160,31.280536",[],地名地址信息,交通地名,道路名,121.50016,31.280536,"121.495725,31.282533",121.495725,31.282533,POINT (121.495725 31.282533)
B0FFHPK0K3,大连路与辽源西路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506452,31.268593",[],地名地址信息,交通地名,路口名,121.506452,31.268593,"121.502041,31.270614",121.502041,31.270614,POINT (121.502041 31.270614)
B0FFGGNA9V,双辽支路与许昌路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515400,31.269355",[],地名地址信息,交通地名,路口名,121.5154,31.269355,"121.511021,31.271402",121.511021,31.271402,POINT (121.511021 31.271402)
B0FFGGY53L,双辽支路与江浦路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519638,31.271752",[],地名地址信息,交通地名,路口名,121.519638,31.271752,"121.515273,31.273811",121.515273,31.273811,POINT (121.515273 31.273811)
B0FFGGM0T2,国权后路与国泰路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506067,31.289178",[],地名地址信息,交通地名,路口名,121.506067,31.289178,"121.501653,31.29119",121.501653,31.29119,POINT (121.501653 31.29119)
B001558DM8,中国农业银行24小时自助银行(四平路支行),赤峰路65-1号,金融保险服务;自动提款机;中国农业银行ATM,160304,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.500675,31.280144",[],金融保险服务,自动提款机,中国农业银行ATM,121.500675,31.280144,"121.496242,31.282143",121.496242,31.282143,POINT (121.496242 31.282143)
B0FFGSQXRC,中国平安人寿保险(大连路营销部),大连路1548号莱克商务中心4层408,金融保险服务;保险公司;中国平安保险公司,160403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503499,31.273531",[],金融保险服务,保险公司,中国平安保险公司,121.503499,31.273531,"121.499077,31.275541",121.499077,31.275541,POINT (121.499077 31.275541)
B0H0XXA5FS,太平洋保险,大连路与四平路交叉口东南约60米,金融保险服务;保险公司;保险公司,160400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502096,31.274473",[],金融保险服务,保险公司,保险公司,121.502096,31.274473,"121.497669,31.276479",121.497669,31.276479,POINT (121.497669 31.276479)
B0HRGZ7MBM,也美己摄影工作室,国定路299弄14号105室,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509158,31.295823",13127507056,生活服务,摄影冲印店,摄影冲印,121.509158,31.295823,"121.504754,31.297841",121.504754,31.297841,POINT (121.504754 31.297841)
B0FFH7QOYZ,玛瑞莎孕婴摄影(周家嘴路),周家嘴路1301号爱华酒店2楼,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512528,31.264500",021-65230989,生活服务,摄影冲印店,摄影冲印,121.512528,31.2645,"121.508139,31.266541",121.508139,31.266541,POINT (121.508139 31.266541)
B0FFH7ZOPE,小鬼当佳儿童摄影(紫荆广场店),控江路1628号紫荆广场3层,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516752,31.274848",021-55271581;021-55271582,生活服务,摄影冲印店,摄影冲印,121.516752,31.274848,"121.512377,31.276897",121.512377,31.276897,POINT (121.512377 31.276897)
B0G29SO25H,INPA印派映象·证件照,鞍山支路与鞍山路交叉口北约40米,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509282,31.279617",[],生活服务,摄影冲印店,摄影冲印,121.509282,31.279617,"121.50488,31.281642",121.50488,31.281642,POINT (121.50488 31.281642)
B0G0ZSY00M,同继图文,莱克大厦,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503829,31.273303",13817695945,生活服务,摄影冲印店,摄影冲印,121.503829,31.273303,"121.499408,31.275314",121.499408,31.275314,POINT (121.499408 31.275314)
B0FFFZMU98,证件照,赤峰路67号同济大学四平路南校区购物中心,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.499634,31.279498",021-65985847;13761720718,生活服务,摄影冲印店,摄影冲印,121.499634,31.279498,"121.495197,31.281494",121.495197,31.281494,POINT (121.495197 31.281494)
B0FFGE53NT,七星快印连锁(赤峰店),四平路1147号,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503899,31.278091",021-60537795;021-60896886,生活服务,摄影冲印店,摄影冲印,121.503899,31.278091,"121.499478,31.280101",121.499478,31.280101,POINT (121.499478 31.280101)
B0FFFFQ0ZV,冰丽图文快印(国定路店),五角场镇国定路8号,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.517575,31.294388",021-35368756,生活服务,摄影冲印店,摄影冲印,121.517575,31.294388,"121.513201,31.296431",121.513201,31.296431,POINT (121.513201 31.296431)
B0FFG74I2P,佳诚图文(九隆坊生活广场店),五角场黄兴路1737号九隆坊F1层,购物服务;专卖店;书店|生活服务;摄影冲印店;摄影冲印,061205|071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519114,31.291361",021-61806127,购物服务,专卖店,书店|生活服务,121.519114,31.291361,"121.514746,31.29341",121.514746,31.29341,POINT (121.514746 31.29341)
B00154DUXD,彤云图文快印中心,赤峰路66号,生活服务;摄影冲印店;摄影冲印,071300,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.500115,31.280784",[],生活服务,摄影冲印店,摄影冲印,121.500115,31.280784,"121.49568,31.282781",121.49568,31.282781,POINT (121.49568 31.282781)
B0FFFCSKKQ,鞍山六村南区98号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506037,31.273391",[],地名地址信息,门牌信息,楼栋号,121.506037,31.273391,"121.501624,31.275409",121.501624,31.275409,POINT (121.501624 31.275409)
B00155MQQO,鞍山六村南区(东北1门),四平路980弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506945,31.273844",[],通行设施,临街院门,临街院门,121.506945,31.273844,"121.502535,31.275865",121.502535,31.275865,POINT (121.502535 31.275865)
B0FFF5WES1,鞍山六村南区95号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506658,31.273856",[],地名地址信息,门牌信息,楼栋号,121.506658,31.273856,"121.502247,31.275876",121.502247,31.275876,POINT (121.502247 31.275876)
B0FFF5WESU,鞍山六村南区89号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505824,31.273798",[],地名地址信息,门牌信息,楼栋号,121.505824,31.273798,"121.50141,31.275815",121.50141,31.275815,POINT (121.50141 31.275815)
B0GR670A8D,鞍山六村南区(东北3门),打虎山路与锦西路交叉口西北约60米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507087,31.273658",[],通行设施,临街院门,临街院门,121.507087,31.273658,"121.502678,31.275679",121.502678,31.275679,POINT (121.502678 31.275679)
B0FFF5WESH,鞍山六村南区92号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505971,31.273604",[],地名地址信息,门牌信息,楼栋号,121.505971,31.273604,"121.501558,31.275622",121.501558,31.275622,POINT (121.501558 31.275622)
B0FFHL3LQ2,鞍山路215弄小区(东北6门),鞍山路197号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509932,31.278215",[],通行设施,临街院门,临街院门,121.509932,31.278215,"121.505533,31.280243",121.505533,31.280243,POINT (121.505533 31.280243)
B0FFFBYJ70,鞍山六村南区80号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505419,31.274277",[],地名地址信息,门牌信息,楼栋号,121.505419,31.274277,"121.501004,31.276293",121.501004,31.276293,POINT (121.501004 31.276293)
B0FFF5WERW,鞍山六村南区83号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505291,31.273834",[],地名地址信息,门牌信息,楼栋号,121.505291,31.273834,"121.500875,31.27585",121.500875,31.27585,POINT (121.500875 31.27585)
B0FFF5WERC,鞍山六村南区86号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505706,31.273914",[],地名地址信息,门牌信息,楼栋号,121.505706,31.273914,"121.501292,31.275931",121.501292,31.275931,POINT (121.501292 31.275931)
B0FFF5WEQZ,鞍山六村南区84号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505416,31.273981",[],地名地址信息,门牌信息,楼栋号,121.505416,31.273981,"121.501001,31.275997",121.501001,31.275997,POINT (121.501001 31.275997)
B0FFFCSL05,鞍山六村南区65号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505555,31.273018",[],地名地址信息,门牌信息,楼栋号,121.505555,31.273018,"121.50114,31.275035",121.50114,31.275035,POINT (121.50114 31.275035)
B00156COCS,鞍山七村小区,打虎山路110号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503476,31.274251",[],商务住宅,住宅区,住宅小区,121.503476,31.274251,"121.499054,31.276261",121.499054,31.276261,POINT (121.499054 31.276261)
B0FFF51E4U,鞍山六村南区128号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507180,31.273283",[],地名地址信息,门牌信息,楼栋号,121.50718,31.273283,"121.502771,31.275304",121.502771,31.275304,POINT (121.502771 31.275304)
B0FFF51DN5,鞍山六村南区127号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506887,31.273381",[],地名地址信息,门牌信息,楼栋号,121.506887,31.273381,"121.502477,31.275402",121.502477,31.275402,POINT (121.502477 31.275402)
B0FFF51DMC,鞍山六村南区93号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506186,31.273755",[],地名地址信息,门牌信息,楼栋号,121.506186,31.273755,"121.501773,31.275773",121.501773,31.275773,POINT (121.501773 31.275773)
B0FFF51FMJ,鞍山六村南区81号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505557,31.274439",[],地名地址信息,门牌信息,楼栋号,121.505557,31.274439,"121.501142,31.276455",121.501142,31.276455,POINT (121.501142 31.276455)
B0FFF51DN3,鞍山六村南区130号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507330,31.273388",[],地名地址信息,门牌信息,楼栋号,121.50733,31.273388,"121.502922,31.27541",121.502922,31.27541,POINT (121.502922 31.27541)
B0FFF5134E,鞍山六村南区109号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506152,31.274199",[],地名地址信息,门牌信息,楼栋号,121.506152,31.274199,"121.501739,31.276217",121.501739,31.276217,POINT (121.501739 31.276217)
B0FFF51BNS,鞍山六村南区110号楼,打虎山路105号,地名地址信息;门牌信息;楼栋号,190403,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505959,31.274408",[],地名地址信息,门牌信息,楼栋号,121.505959,31.274408,"121.501546,31.276425",121.501546,31.276425,POINT (121.501546 31.276425)
B0GKM1X9W3,杨浦区四平路街道鞍山七村居民委员会,阜新路101号甲附近,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504970,31.274740",021-65025603,政府机构及社会团体,政府机关,乡镇以下级政府及事业单位,121.50497,31.27474,"121.500553,31.276754",121.500553,31.276754,POINT (121.500553 31.276754)
B00155KVX7,鞍山路310弄小区(西南门),鞍山路310弄1-26号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508741,31.279454",[],通行设施,临街院门,临街院门,121.508741,31.279454,"121.504337,31.281478",121.504337,31.281478,POINT (121.504337 31.281478)
B0GD393KY9,菜鸟驿站(上海市杨浦区鞍山七村33-4号),四平路街道鞍山七村33-4号,生活服务;物流速递;物流速递,070500,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502820,31.274190",4001787878,生活服务,物流速递,物流速递,121.50282,31.27419,"121.498395,31.276198",121.498395,31.276198,POINT (121.498395 31.276198)
B0GDFHVHI2,菜鸟驿站(上海市杨浦区鞍山四村第二小区店),鞍山第二小区苏家屯路抚顺路出口,生活服务;物流速递;物流速递,070500,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508338,31.276779",4001787878,生活服务,物流速递,物流速递,121.508338,31.276779,"121.503933,31.278802",121.503933,31.278802,POINT (121.503933 31.278802)
B00155KFHV,打虎山路6弄小区,打虎山路6弄1-12号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511568,31.269156",[],商务住宅,住宅区,住宅小区,121.511568,31.269156,"121.507175,31.271192",121.507175,31.271192,POINT (121.507175 31.271192)
B0FFHWTN1K,鞍山六村社区停车场(入口),四平路980弄1-36号,交通设施服务;停车场;停车场出入口,150909,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505755,31.275234",[],交通设施服务,停车场,停车场出入口,121.505755,31.275234,"121.501341,31.27725",121.501341,31.27725,POINT (121.501341 31.27725)
B0FFIYV47W,鞍山七村小区(西北门),四平路953-2号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502742,31.275657",[],通行设施,临街院门,临街院门,121.502742,31.275657,"121.498317,31.277664",121.498317,31.277664,POINT (121.498317 31.277664)
B0FFLGD1UV,鞍山七村小区(西南1门),大连路与阜新路交叉口西北约80米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503205,31.273562",[],通行设施,临街院门,临街院门,121.503205,31.273562,"121.498782,31.275571",121.498782,31.275571,POINT (121.498782 31.275571)
B00155KFYR,打虎山路118弄小区,打虎山路118弄之1-4号,商务住宅;住宅区;住宅小区,120302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507559,31.273748",[],商务住宅,住宅区,住宅小区,121.507559,31.273748,"121.503151,31.27577",121.503151,31.27577,POINT (121.503151 31.27577)
B0FFGGFVY2,打虎山路与辽源西路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511270,31.268600",[],地名地址信息,交通地名,路口名,121.51127,31.2686,"121.506876,31.270636",121.506876,31.270636,POINT (121.506876 31.270636)
B0FFGGWUFD,中山北二路与国康路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501068,31.287371",[],地名地址信息,交通地名,路口名,121.501068,31.287371,"121.496636,31.289368",121.496636,31.289368,POINT (121.496636 31.289368)
B0FFI8KBVL,中山北二路与政本路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.514287,31.284272",[],地名地址信息,交通地名,路口名,121.514287,31.284272,"121.509902,31.28631",121.509902,31.28631,POINT (121.509902 31.28631)
B0FFHPHTR3,中山北二路与四平路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508193,31.285906",[],地名地址信息,交通地名,路口名,121.508193,31.285906,"121.503787,31.287925",121.503787,31.287925,POINT (121.503787 31.287925)
B0FFHPFPHS,中山北二路与江浦路交叉口,杨浦区,地名地址信息;交通地名;路口名,190302,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515435,31.284541",[],地名地址信息,交通地名,路口名,121.515435,31.284541,"121.511055,31.286582",121.511055,31.286582,POINT (121.511055 31.286582)
